econ_key_date,member_deal_ids,source_workbooks,n_rows,acquirer,target,completion_date,completion_year,subtype2,subtype3,ctrl_transfer,fin_status,pat_status,deal_event_id,Final_Classification,Classification_Confidence,Innovation_or_Commercial_Asset,Classification_Justification,Eligibility,Exclusion_Reason,InnovationDeal,is_primary_innovation,is_alternative,acquirer_group
gsk||reithera||2013-05-29,TRT-0038,treatment,1,GSK plc.,ReiThera Srl,2013-05-29,2013,Acquisition,Majority Acquisition,Review - majority,Complete,Partial event window — 6/7 years covered; limited subsidiary scope,EVT-C0FD3AA5,High-confidence innovation-driven,High,Novel vaccine platform technology + early-stage pipeline (Okairos),GSK acquires Okairos for its novel vaccine platform technology and early-stage vaccine assets (RSV/HCV/malaria/TB/ebola/HIV). Platform + pipeline central.,Broader (majority control-transfer),,1,1,0,GSK
gyroscope therapeutics||orbit biomedical gyroscope therapeutics||2019-04-11,TRT-0004,treatment,1,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,2019-04-11,2019,Merger,,Review - merger,Not collected,Not collected,EVT-C566683F,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,Gyroscope Therapeutics Holdings Plc
heptares therapeutics||g7 therapeutics||2016-12-14,CTL-0146,control,1,Heptares Therapeutics Ltd,G7 Therapeutics AG,2016-12-14,2016,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-DA8631CB,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Heptares Therapeutics Ltd
herantis||laurantis hermo herantis||2014-04-29,CTL-0258,control,1,Herantis Pharma Plc,Laurantis Pharma Oy; Hermo Pharma Oy Ltd; Herantis Pharma Plc,2014-04-29,2014,Merger,,Review - merger,Not collected,Not collected,EVT-871D2E22,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,Herantis Pharma Plc
hero wellbeing||the balanced you||2019-08-20,CTL-0041,control,1,Hero Wellbeing Ltd,The Balanced You,2019-08-20,2019,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-C74EB5E0,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Hero Wellbeing Ltd
hifibio||h immune||2018-10-15,CTL-0068,control,1,HiFiBiO SAS,H-Immune SAS,2018-10-15,2018,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-A85D59BA,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,HiFiBiO SAS
hikma||roxane laboratories formerly philips roxane boehringer ingelheim roxane||2016-02-29,CTL-0203,control,1,Hikma Pharmaceuticals PLC,"Roxane Laboratories, Inc. (formerly Philips Roxane); Boehringer Ingelheim Roxane, Inc.",2016-02-29,2016,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-780FC2E8,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Hikma Pharmaceuticals PLC
horizon discovery||haplogen||2015-01-08,CTL-0240,control,1,Horizon Discovery Group Ltd,Haplogen GmbH,2015-01-08,2015,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-EE784FDD,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Horizon Discovery Group Ltd
horizon therapeutics||vidara therapeutics international||2014-09-19,CTL-0261,control,1,Horizon Therapeutics Plc.,Vidara Therapeutics International Limited,2014-09-19,2014,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-A45F4276,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Horizon Therapeutics Plc.
hospiten gestion||md anderson international espana||2012-12-26,CTL-0295,control,1,Hospiten Gestion,MD Anderson International Espana SA,2012-12-26,2012,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-28C43D28,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Hospiten Gestion
illumina||bluegnome||2012-09-19,CTL-0297,control,1,"Illumina, Inc.",BlueGnome Ltd,2012-09-19,2012,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-E6D515EF,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,"Illumina, Inc."
immunic||immunic||2019-04-12,CTL-0062,control,1,Immunic Inc,Immunic AG,2019-04-12,2019,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-A82D3DEC,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Immunic Inc
immutep||immutep||2014-12-17,CTL-0247,control,1,Immutep Limited,Immutep SA,2014-12-17,2014,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-A14CAAAC,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Immutep Limited
impilo||ferrosan medical devices||2017-07-07,TRT-0012,treatment,1,Impilo AB,Ferrosan Medical Devices AS,2017-07-07,2017,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-93A754BF,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Impilo AB
incanthera||onco nx||2014-03-10,CTL-0265,control,1,Incanthera Plc,Onco-NX Ltd,2014-03-10,2014,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-ADFC914C,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Incanthera Plc
incanthera||spear therapeutics||2015-01-28,CTL-0233,control,1,Incanthera Plc,Spear Therapeutics,2015-01-28,2015,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-5F84779B,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Incanthera Plc
ingenza||amprologix||2018-09-20,TRT-0008,treatment,1,Ingenza Ltd,Amprologix Ltd,2018-09-20,2018,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-99A24F9A,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Ingenza Ltd
innokeys pte||oncoscience||2015-07-22,CTL-0204,control,1,Innokeys Pte Ltd,Oncoscience GmbH,2015-07-22,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-C7237939,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Innokeys Pte Ltd
invicro llc||imanova||2017-09-12,CTL-0122,control,1,Invicro LLC,Imanova Ltd,2017-09-12,2017,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-2C139BE5,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Invicro LLC
ipsen s a||syntaxin||2013-07-15,CTL-0281,control,1,Ipsen S.A.,"Syntaxin, Ltd.",2013-07-15,2013,Acquisition,Majority Acquisition,Review - majority,Complete,Partial event window — 6/7 years covered,EVT-4EFF0E8A,High-confidence innovation-driven,High,Botulinum-toxin technology platform + IP portfolio + Phase II asset (Syntaxin),Ipsen acquires Syntaxin to enhance its toxin technology platform and IP and strengthen neurology R&D; Phase II asset. Platform/IP/pipeline central. (Screen false negative.),Broader (majority control-transfer),,1,1,0,Ipsen S.A.
ixico||optimal medicine||2015-12-08,CTL-0190,control,1,IXICO Plc,Optimal Medicine Ltd,2015-12-08,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-9AEC6A35,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,IXICO Plc
jazz||alize ii||2016-03-31,CTL-0171,control,1,Jazz Pharmaceuticals Plc,Alize Pharma II SAS,2016-03-31,2016,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-2ACC4BF5,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Jazz Pharmaceuticals Plc
johnson johnson||actelion||2017-06-16,CTL-0139,control,1,Johnson & Johnson,Actelion Pharmaceuticals Ltd,2017-06-16,2017,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-3FB033BA,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Johnson & Johnson
jrh asi||helix immuno oncology||2020-06-24,CTL-0012,control,1,JRH ASI SA,Helix Immuno-Oncology SA,2020-06-24,2020,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-06CBD95C,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,JRH ASI SA
kalvista||kalvista||2016-11-22,TRT-0022,treatment,1,Kalvista Pharmaceuticals Inc,Kalvista Pharmaceuticals Ltd,2016-11-22,2016,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-68CFDAA8,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Kalvista Pharmaceuticals Inc
karo healthcare||weifa asa||2017-10-06,CTL-0124,control,1,Karo Healthcare AB,Weifa ASA,2017-10-06,2017,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-5B794750,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Karo Healthcare AB
kite||t cell factory b v||2015-03-17,CTL-0223,control,1,Kite Pharma Inc,T-Cell Factory B.V.,2015-03-17,2015,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-F56334B8,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Kite Pharma Inc
klaria||karessa inactive klaria||2020-03-06,CTL-0034,control,1,Klaria Pharma Holding AB,Karessa Pharma Holding AB (Inactive); Klaria Pharma Holding AB,2020-03-06,2020,Merger,,Review - merger,Not collected,Not collected,EVT-4F61348A,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,Klaria Pharma Holding AB
klaria||uppsalagruppen medical||2019-11-05,CTL-0033,control,1,Klaria Pharma Holding AB,Uppsalagruppen Medical AB,2019-11-05,2019,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-9B706213,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Klaria Pharma Holding AB
kreditanstalt fur wiederaufbau||curevac||2020-08-06,CTL-0013,control,1,Kreditanstalt fur Wiederaufbau,Curevac NV,2020-08-06,2020,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-8AABE049,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Kreditanstalt fur Wiederaufbau
kuur therapeutics||cell medica tcr||2017-06-20,TRT-0013,treatment,1,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,2017-06-20,2017,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-08171155,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Kuur Therapeutics Ltd
laboratoires equilibre attitude||labcatal||2020-02-14,CTL-0026,control,1,Laboratoires Equilibre Attitude,Labcatal,2020-02-14,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-529B2A43,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Laboratoires Equilibre Attitude
laboratorios cinfa||orliman slu||2017-09-04,CTL-0123,control,1,Laboratorios Cinfa SA,Orliman SLU,2017-09-04,2017,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-6D1D3934,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Laboratorios Cinfa SA
les laboratoires servier||symphogen a s||2020-06-04,TRT-0001,treatment,1,Les Laboratoires Servier SAS,Symphogen A/S,2020-06-04,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-9188FA70,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Les Laboratoires Servier SAS
lifespan biosciences||nordic mubio||2019-07-08,CTL-0045,control,1,LifeSpan Biosciences Inc,Nordic-MUbio BV,2019-07-08,2019,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-53A0A4E4,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,LifeSpan Biosciences Inc
linical americas||altair clinical||2015-02-05,CTL-0231,control,1,Linical Americas,Altair Clinical Ltd,2015-02-05,2015,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-384D7FB1,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Linical Americas
link medical research||irw consulting||2020-12-04,CTL-0003,control,1,Link Medical Research AS,IRW Consulting AB,2020-12-04,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-4A136C06,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Link Medical Research AS
linnane||selectimmune inactive||2019-11-08,CTL-0032,control,1,Linnane Pharma AB,SelectImmune Pharma AB (Inactive),2019-11-08,2019,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-B234CA77,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Linnane Pharma AB
livanova||sorin s p a inactive livanova usa||2015-10-19,CTL-0226,control,1,LivaNova Plc,Sorin S.p.A. (Inactive); LivaNova USA Inc,2015-10-19,2015,Merger,,Review - merger,Not collected,Not collected,EVT-70670613,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,LivaNova Plc
martindale||viridian||2016-07-11,TRT-0021,treatment,1,Martindale Pharma,Viridian Pharma Ltd,2016-07-11,2016,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-EF84968D,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Martindale Pharma
medigene||medigene immunotherapies||2014-01-27,CTL-0269;CTL-0270,control,2,MediGene AG,Medigene Immunotherapies GmbH,2014-01-27,2014,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-8C039B4E,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,MediGene AG
mediolanum farmaceutici||elsalys biotech||2020-05-07,CTL-0018,control,1,Mediolanum farmaceutici SpA,Elsalys Biotech SA,2020-05-07,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-C8E713EF,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Mediolanum farmaceutici SpA
mediolanum farmaceutici||therabel||2017-03-02,TRT-0017,treatment,1,Mediolanum farmaceutici SpA,Therabel Pharma SA,2017-03-02,2017,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-8831DEE3,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Mediolanum farmaceutici SpA
meiragtx||arthrogen||2019-10-17,CTL-0039,control,1,MeiraGTx Holdings Plc,Arthrogen BV,2019-10-17,2019,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-287D3F4B,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,MeiraGTx Holdings Plc
mendus||dc prime||2020-12-21,CTL-0004,control,1,Mendus AB,DC Prime BV,2020-12-21,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-C4E90A05,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Mendus AB
merz kgaa||neocutis s a||2013-07-31,CTL-0279,control,1,Merz Pharma GmbH & Co. KGaA,Neocutis S.A.,2013-07-31,2013,Acquisition,Majority Acquisition,Review - majority,Partial,Partial event window — 6/7 years covered,EVT-491D983A,Alternative-rationale,High,Aesthetic-dermatology commercial portfolio + US market (Neocutis),Merz acquires Neocutis to strengthen its aesthetic-dermatology market position and expand US business. Commercial/market.,Broader (majority control-transfer),,0,0,1,Merz Pharma GmbH & Co. KGaA
mikhail mogutov||incuron||2015-04-29,CTL-0219,control,1,Mikhail Mogutov,Incuron,2015-04-29,2015,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-809BF070,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Mikhail Mogutov
minaris regenerative medicine llc||minaris regenerative medicine||2019-04-04,CTL-0061,control,1,Minaris Regenerative Medicine LLC,Minaris Regenerative Medicine GmbH,2019-04-04,2019,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-05F75667,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Minaris Regenerative Medicine LLC
mindwalk||modiquest research immulease||2018-04-06,CTL-0104,control,1,MindWalk Holdings Corp,Modiquest Research BV; Immulease BV,2018-04-06,2018,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-898C778D,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,MindWalk Holdings Corp
minerva neurosciences||mind nrg||2014-02-28,CTL-0267,control,1,Minerva Neurosciences Inc,Mind-NRG SA,2014-02-28,2014,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-5394AB06,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Minerva Neurosciences Inc
morood invest llc||care oncology clinic||2014-04-28,CTL-0259,control,1,Morood Invest LLC,Care Oncology Clinic,2014-04-28,2014,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-B25D93F8,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Morood Invest LLC
mundipharma international||mundipharma biologics sl||2018-10-10,CTL-0069,control,1,Mundipharma International Ltd,Mundipharma Biologics SL,2018-10-10,2018,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-3B7EA6CE,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Mundipharma International Ltd
myriad genetics||privatklinik dr robert schindlbeck kg||2015-02-27,CTL-0225,control,1,Myriad Genetics Inc,Privatklinik Dr Robert Schindlbeck GmbH & Co KG,2015-02-27,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-4CF0FBD1,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Myriad Genetics Inc
n4||n4 uk||2016-03-01,CTL-0176,control,1,N4 Pharma Plc,N4 Pharma UK Ltd,2016-03-01,2016,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-E063A4B9,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,N4 Pharma Plc
nec||nec oncoimmunity||2019-07-29,CTL-0043,control,1,NEC Corp,NEC OncoImmunity AS,2019-07-29,2019,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-67AD81DF,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,NEC Corp
neopharmed gentili||mdm||2019-10-31,CTL-0036,control,1,Neopharmed Gentili SpA,MDM SpA,2019-10-31,2019,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-68118A54,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Neopharmed Gentili SpA
neuraxpharm uk||neuraxpharm bohemia||2019-02-01,CTL-0060,control,1,Neuraxpharm UK Ltd,Neuraxpharm Bohemia sro,2019-02-01,2019,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-3A7E2551,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Neuraxpharm UK Ltd
neuraxpharm uk||neuraxpharm france||2018-07-03,CTL-0082,control,1,Neuraxpharm UK Ltd,Neuraxpharm France SAS,2018-07-03,2018,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-81B7365A,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Neuraxpharm UK Ltd
nicox||doliage||2014-09-26,TRT-0034,treatment,1,Nicox SA,Doliage,2014-09-26,2014,Acquisition,100% Acquisition,Eligible - 100%,Partial,Complete event window — provisional,EVT-01166516,Alternative-rationale,High,Mature ophthalmic product portfolio + French commercial infrastructure (Doliage),Nicox acquires Doliage to add an ophthalmic product portfolio and complement its French commercial infrastructure. Commercial/product/geographic. (Screen false positive.),Strict (100%),,0,0,1,Nicox SA
niox||circassia||2015-06-18,CTL-0215,control,1,NIOX Group plc,Circassia AB,2015-06-18,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-A0C68079,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,NIOX Group plc
niox||prosonix inactive||2015-06-15,CTL-0214,control,1,NIOX Group plc,Prosonix Ltd (Inactive),2015-06-15,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-493AE6F7,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,NIOX Group plc
nmc health||copenhagen fertility center aps||2016-06-10,CTL-0163,control,1,NMC Health Plc,Copenhagen Fertility Center Holding Aps,2016-06-10,2016,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-8132A2A4,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,NMC Health Plc
