Deal_ID,Initial_Group,screen_group,Initial_Treatment_Indicator,Source_File,Cross_File_Key,Overlap_Flag,Duplicate_Flag,dup_drop,overlap_resolution_note,same_firm_year_note,Announced_Date,Completion_Date,Completion_Year,Deal_Status,Deal_Headline,Deal_Subtype_Level_3,Deal_Country_s,Acquirer_Raw,Acquirer_Normalized,Target_Raw,Target_Normalized,Deal_Value_USD_m,Financial_Currency,Financial_Data_Status,Patent_Data_Status,Multiple_Deal_Acquirer,text_innov_hits,text_alt_hits,text_lean,Provisional_Classification,Provisional_Confidence,Requires_Human_Review,has_fin,has_pat,eligible_strict,eligible_broad
CTL-0130,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,nupharm italy acquires fb health from bellus health for up to,No,No,False,,,2017-06-19,2017-06-30,2017,Completed,NuPharm Italy Acquires FB Health from BELLUS Health for up to USD2 Million,100% Acquisition,Italy,NuPharm Italy SpA,nupharm italy,FB Health SpA,fb health,2.0,,Not collected,Not collected,No,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0131,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,pharmalex merges with nordic health economics,No,No,False,,,2017-05-30,2017-06-12,2017,Completed,Pharmalex Merges with Nordic Health Economics,,"Germany , Sweden",,,PharmaLex GmbH; Nordic Health Economics AB,pharmalex nordic health economics ab,,,Not collected,Not collected,Yes,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0132,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,thermo fisher scientific acquires 99 stake in patheon for,No,No,False,,,2017-05-15,2017-08-29,2017,Completed,Thermo Fisher Scientific Acquires 99% Stake in Patheon for USD7.2 Billion,Majority Acquisition,The Netherlands,Thermo Fisher Scientific Inc,thermo fisher scientific,Patheon NV,patheon,9154.0,,Not collected,Not collected,No,2,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0133,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,pharmalex merges with complya consulting,No,No,False,,,2017-05-02,2017-05-15,2017,Completed,Pharmalex Merges with Complya Consulting,,"Germany , United States",,,Complya Consulting Group; PharmaLex GmbH,complya consulting pharmalex,,,Not collected,Not collected,Yes,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0134,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,astellas pharma acquires ogeda for up to,Yes,No,False,,,2017-04-03,2017-05-16,2017,Completed,Astellas Pharma Acquires Ogeda for up to USD852 Million,100% Acquisition,Belgium,Astellas Pharma Inc,astellas pharma,Ogeda SA,ogeda,852.0,,Not collected,Not collected,Yes,4,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0135,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,boston scientific acquires symetis for,Yes,No,False,,,2017-03-30,2017-05-16,2017,Completed,Boston Scientific Acquires Symetis for USD435 Million,100% Acquisition,Switzerland,Boston Scientific Corp,boston scientific,Symetis SA (Inactive),symetis,435.0,,Not collected,Not collected,Yes,3,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0136,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,biolinerx acquires agalimmune,Yes,No,False,,,2017-03-23,2017-03-23,2017,Completed,BioLineRx Acquires Agalimmune,100% Acquisition,United Kingdom,BioLineRx Ltd,biolinerx,Agalimmune Ltd,agalimmune,6.0,,Not collected,Not collected,No,9,2,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0137,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,diamyd medical acquires 16 stake in nextcell pharma,No,No,False,,,2017-03-09,2017-03-09,2017,Completed,Diamyd Medical Acquires 16% Stake in NextCell Pharma,Minority Acquisition,Sweden,Diamyd Medical AB,diamyd medical ab,NextCell Pharma AB,nextcell pharma ab,0.0,,Not collected,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0138,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,roxall medizin acquires bial aristegui from bial portela ca,No,No,False,,,2017-02-01,2017-03-02,2017,Completed,Roxall Medizin Acquires Bial-Aristegui from Bial - Portela & Ca,100% Acquisition,Italy,Roxall Medizin GmbH,roxall medizin,Bial-Aristegui Italia Srl,bial aristegui italia,,,Not collected,Not collected,No,2,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0139,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,johnson johnson acquires actelion for,No,No,False,,,2017-01-26,2017-06-16,2017,Completed,Johnson & Johnson Acquires Actelion for USD30 Billion,100% Acquisition,Switzerland,Johnson & Johnson,johnson johnson,Actelion Pharmaceuticals Ltd,actelion pharmaceuticals,30000.0,,Not collected,Not collected,No,3,3,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0140,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,agile pharma acquires generis farmaceutica from magnum capital partners for,Yes,No,False,,,2017-01-07,2017-04-28,2017,Completed,Agile Pharma Acquires Generis Farmaceutica from Magnum Capital Partners for USD142.8 Million,100% Acquisition,Portugal,Agile Pharma BV,agile pharma,Generis Pharmaceuticals SA,generis pharmaceuticals,143.0,,Not collected,Not collected,No,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0141,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,genticel merges with genkyotex,Yes,No,False,,,2016-12-22,2017-02-28,2017,Completed,Genticel Merges with GenKyoTex,,"France , Switzerland",Calliditas Therapeutics France SAS,calliditas therapeutics france,Calliditas Therapeutics France SAS; Calliditas Therapeutics France SAS,calliditas therapeutics france calliditas therapeutics france,156.0,,Not collected,Not collected,No,7,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0142,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,pharmalex merges with arlenda,No,No,False,,,2016-12-21,2017-01-17,2017,Completed,Pharmalex Merges with Arlenda,,"Belgium , Germany",,,Arlenda sa; PharmaLex GmbH,arlenda pharmalex,,,Not collected,Not collected,Yes,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0143,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,northern biologics merges with mosaic biomedicals,No,No,False,,,2016-12-19,2016-12-19,2016,Completed,Northern Biologics merges with Mosaic Biomedicals,,"Canada , Spain",,,Mosaic Biomedicals SL; Northern Biologics Inc,mosaic biomedicals northern biologics,,,Not collected,Not collected,Yes,5,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0144,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,sienna biopharmaceuticals acquires creabilis,No,No,False,,,2016-12-06,2016-12-06,2016,Completed,Sienna Biopharmaceuticals acquires Creabilis,Majority Acquisition,"Italy , New Zealand , United Kingdom , United States",Sienna Biopharmaceuticals Inc (Inactive),sienna biopharmaceuticals,Creabilis plc (Inactive),creabilis,150.0,,Not collected,Not collected,No,4,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0145,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,biogaia acquires additional 9 stake in metabogen for,Yes,No,False,,,2016-11-30,2016-11-30,2016,Completed,BioGaia Acquires Additional 9% Stake in MetaboGen for USD0.43 Million,Minority Acquisition,Sweden,BioGaia AB,biogaia ab,MetaboGen AB,metabogen ab,0.0,,Not collected,Not collected,Yes,4,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0146,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,heptares therapeutics acquires g7 therapeutics for,No,No,False,,,2016-11-29,2016-12-14,2016,Completed,Heptares Therapeutics Acquires G7 Therapeutics for USD11.8 Million,100% Acquisition,Switzerland,Heptares Therapeutics Ltd,heptares therapeutics,G7 Therapeutics AG,g7 therapeutics,12.0,,Not collected,Not collected,No,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0147,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,harvest one capital acquires united greeneries and satipharm from mmj phytotech for,No,No,False,,,2016-11-02,2017-04-27,2017,Completed,Harvest One Capital Acquires United Greeneries and Satipharm from MMJ PhytoTech for USD24.8 Million,100% Acquisition,"Canada , Switzerland",Delivra Health Brands Inc,delivra health brands,Satipharm AG; United Greeneries Holdings Ltd,satipharm united greeneries,25.0,,Not collected,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0148,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,genesiscare acquires oncosur,No,No,False,,,2016-10-25,2016-10-25,2016,Completed,GenesisCare Acquires Oncosur,Majority Acquisition,Spain,Genesis Care Pty Ltd,genesis care pty,OncoSur Group,oncosur,,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0149,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,suanfarma acquires cipan,No,No,False,,,2016-10-24,2016-10-24,2016,Completed,Suanfarma Acquires CIPAN,100% Acquisition,Portugal,SuanFarma SA,suanfarma,Companhia Industrial Produtora de Antibioticos SA,companhia industrial produtora de antibioticos,,,Not collected,Not collected,No,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0150,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,allergan acquires akarna therapeutics,No,No,False,,,2016-09-20,2016-09-20,2016,Completed,Allergan acquires Akarna Therapeutics,Majority Acquisition,United Kingdom,"Actavis, Inc. (Formerly Purepac Pharmaceutical, Co.)",actavis formerly purepac pharmaceutical,Akarna Therapeutics Ltd,akarna therapeutics,50.0,,Not collected,Not collected,No,6,4,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0151,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,busy bees nurseries acquires teddy bear club nursery,No,No,False,,,2016-09-19,2016-09-19,2016,Completed,Busy Bees Nurseries acquires Teddy Bear Club Nursery,Majority Acquisition,United Kingdom,Busy Bees Nurseries Ltd,busy bees nurseries,The Teddy Bear Club Nursery,teddy bear club nursery,,EUR,Complete,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,True,False,False,True
CTL-0152,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,pharmstandard leksredstva acquires additional 3 05 stake in otcpharm,No,No,False,,,2016-09-16,2016-09-16,2016,Completed,Pharmstandard-Leksredstva Acquires Additional 3.05% stake in OTCPharm,Minority Acquisition,Russia,Pharmstandard-Leksredstva,pharmstandard leksredstva,OTCPharm,otcpharm,,,Not collected,Not collected,No,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,False,False
CTL-0153,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,hocoma merges with dih international,No,No,False,,,2016-09-01,2016-09-01,2016,Completed,Hocoma Merges with DIH International,,"Hong Kong , Switzerland",,,Hocoma Ag; DIH International,hocoma dih international,,,Not collected,Not collected,Yes,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0154,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,amphastar pharma acquires international medication systems from ucb pharma for,No,No,False,,,2016-08-01,2016-08-01,2016,Completed,Amphastar Pharma Acquires International Medication Systems from UCB Pharma for USD7.7 Million,100% Acquisition,United Kingdom,Amphastar Pharmaceuticals Inc,amphastar pharmaceuticals,International Medication Systems (UK) Ltd,international medication systems uk,8.0,,Not collected,Not collected,No,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0155,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,government of bosnia herzegovina sells 19 3 stake in bosnalijek,No,No,False,,,2016-07-19,2016-10-06,2016,Completed,Government of Bosnia-Herzegovina Sells 19.3% Stake in Bosnalijek,Minority Acquisition,Bosnia and Herzegovina,Undisclosed,undisclosed,Bosnalijek dd,bosnalijek dd,13.0,,Not collected,Not collected,Yes,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0156,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,aurelius acquires hospital group healthcare,No,No,False,,,2016-07-15,2016-07-15,2016,Completed,AURELIUS acquires Hospital Group Healthcare,Majority Acquisition,United Kingdom,AUR Portfolio III SE & Co KgaA,aur portfolio iii kgaa,The Hospital Group,hospital,,,Not collected,Not collected,No,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0157,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,cell medica acquires delenex therapeutics,No,No,False,,,2016-07-12,2016-07-12,2016,Completed,Cell Medica acquires Delenex Therapeutics,Majority Acquisition,Switzerland,Cell Medica Limited,cell medica,Delenex Therapeutics AG (Inactive),delenex therapeutics,,,Not collected,Not collected,No,6,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0158,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,macarthys laboratories martindale pharma acquires viridian pharma,Yes,No,False,,,2016-07-11,2016-07-11,2016,Completed,Macarthys Laboratories (Martindale Pharma) acquires Viridian Pharma,Majority Acquisition,United Kingdom,Martindale Pharma,martindale pharma,Viridian Pharma Ltd,viridian pharma,,,Not collected,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0159,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,pharmalex merges with jacobsen advice jacobsen pharma consultancy,No,No,False,,,2016-07-05,2016-07-14,2016,Completed,Pharmalex Merges with Jacobsen Advice (Jacobsen Pharma Consultancy),,"Denmark , Germany",,,Jacobsen Pharma Consultancy AS; PharmaLex GmbH,jacobsen pharma consultancy pharmalex,,,Not collected,Not collected,Yes,1,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0160,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,augment investments acquires 12 stake in pjsc pharmstandard in tender offer,No,No,False,,,2016-06-22,2016-09-14,2016,Completed,Augment Investments Acquires 12% Stake in PJSC Pharmstandard in Tender Offer,Minority Acquisition,Russia,Augment Investments Limited (Inactive),augment investments,Pharmstandard,pharmstandard,,,Not collected,Not collected,Yes,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0161,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,carbylan therapeutics acquires kalvista pharma,Yes,No,False,,,2016-06-15,2016-11-22,2016,Completed,Carbylan Therapeutics Acquires KalVista Pharma,100% Acquisition,United Kingdom,Kalvista Pharmaceuticals Inc,kalvista pharmaceuticals,Kalvista Pharmaceuticals Ltd,kalvista pharmaceuticals,,,Not collected,Not collected,No,3,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0162,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,polpharma acquires bioceros from epirus biopharma,No,No,False,,,2016-06-13,2016-06-26,2016,Completed,Polpharma Acquires Bioceros from EPIRUS Biopharma,100% Acquisition,The Netherlands,Polpharma SA,polpharma,Polpharma Biologics Utrecht BV,polpharma biologics utrecht,4.0,,Not collected,Not collected,No,5,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0163,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,nmc health acquires 90 stake in copenhagen fertility center,No,No,False,,,2016-06-10,2016-06-10,2016,Completed,NMC Health acquires 90% stake in Copenhagen Fertility Center,Majority Acquisition,Denmark,NMC Health Plc,nmc health,Copenhagen Fertility Center Holding Aps,copenhagen fertility center aps,,,Not collected,Not collected,No,1,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0164,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,augment investments acquires additional 10 stake in pharmstandard,No,No,False,,,2016-06-01,2016-12-12,2016,Completed,Augment Investments Acquires Additional 10% Stake in Pharmstandard,Minority Acquisition,Russia,Augment Investments Limited (Inactive),augment investments,Pharmstandard,pharmstandard,,,Not collected,Not collected,Yes,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0165,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,flamel technologies merges with avadel pharma,No,No,False,,,2016-05-27,2017-01-01,2017,Completed,Flamel Technologies Merges with Avadel Pharma,,Ireland,Avadel Pharmaceuticals Plc,avadel pharmaceuticals,Avadel Pharmaceuticals Plc; Flamel Technologies SA (Inactive),avadel pharmaceuticals flamel technologies,,,Not collected,Not collected,No,1,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0166,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,creat group acquires bio products laboratory for,No,No,False,,,2016-05-19,2016-08-02,2016,Completed,Creat Group Acquires Bio Products Laboratory for USD1.01 Billion,100% Acquisition,United Kingdom,Creat Group Corp,creat,Bio Products Laboratory Ltd,bio products laboratory,1012.0,,Not collected,Not collected,No,3,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0167,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,albany molecular research acquires 100 stake of prime european therapeuticals euticals,Yes,No,False,,,2016-05-05,2016-07-11,2016,Completed,Albany Molecular Research acquires 100% stake of Prime European Therapeuticals (Euticals),100% Acquisition,Italy,"Albany Molecular Research, Inc.",albany molecular research,Euticals SpA,euticals,358.0,,Not collected,Not collected,No,4,6,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0168,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,texcell acquires vivo science,No,No,False,,,2016-05-02,2016-05-02,2016,Completed,Texcell Acquires vivo Science,100% Acquisition,Germany,Texcell SA,texcell,vivo Science GmbH,vivo science,,,Not collected,Not collected,No,5,2,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0169,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,bio gate acquires remaining 30 stake in bioepiderm,No,No,False,,,2016-04-20,2016-04-20,2016,Completed,Bio-Gate Acquires Remaining 30% Stake in BioEpiderm,Minority Acquisition,Germany,Bio-Gate Ag,bio gate,BioEpiderm GmbH,bioepiderm,,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0170,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,siemens healthcare acquires neo new oncology,No,No,False,,,2016-03-31,2016-03-31,2016,Completed,Siemens Healthcare acquires NEO New Oncology,Majority Acquisition,Germany,Siemens Healthineers A.G.,siemens healthineers a g,NEO New Oncology GmbH,neo new oncology,,,Not collected,Not collected,No,4,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0171,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,jazz pharmaceuticals acquires 100 stake in alize pharma,No,No,False,,,2016-03-31,2016-03-31,2016,Completed,Jazz Pharmaceuticals acquires 100% stake in Alize Pharma,100% Acquisition,France,Jazz Pharmaceuticals Plc,jazz pharmaceuticals,Alize Pharma II SAS,alize pharma ii,,,Not collected,Not collected,No,2,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0172,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,vectura group acquires 100 stake in skyepharma,Yes,No,False,,,2016-03-16,2016-06-10,2016,Completed,Vectura Group acquires 100% stake in SkyePharma,100% Acquisition,United Kingdom,Vectura Group Limited,vectura,Skyepharma PLC,skyepharma,627.0,EUR,Complete,Complete event window — 7/7 years covered,Yes,1,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,True,True,True,True
CTL-0173,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,skyepharma merges with vectura,Yes,No,True,"Dropped as exact duplicate of CTL-0172: Vectura/Skyepharma 2016 - same combination, two GlobalData rows",,2016-03-16,2016-06-10,2016,Completed,SkyePharma Merges with Vectura,,United Kingdom,Vectura Group Ltd,vectura,SkyePharma Ltd; Vectura Group Ltd,skyepharma vectura,627.0,EUR,Complete,Complete event window — 7/7 years covered,Yes,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,True,True,False,False
CTL-0174,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,spark therapeutics acquires genable technologies,No,No,False,,,2016-03-07,2016-03-07,2016,Completed,Spark Therapeutics acquires Genable Technologies,Majority Acquisition,Ireland,Spark Therapeutics Inc,spark therapeutics,Genable Technologies Ltd,genable technologies,15.0,,Not collected,Not collected,No,6,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0175,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,c4x discovery acquires adorial for,No,No,False,,,2016-03-01,2016-03-01,2016,Completed,C4X Discovery Acquires Adorial for USD2.36 Million,100% Acquisition,United Kingdom,C4X Discovery Holdings Limited,c4x discovery,Adorial Ltd,adorial,2.0,,Not collected,Not collected,No,8,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0176,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,onzima ventures acquires 49 stake in n4 pharma,No,No,False,,,2016-03-01,2016-03-01,2016,Completed,Onzima Ventures Acquires 49% Stake in N4 Pharma,Minority Acquisition,United Kingdom,N4 Pharma Plc,n4 pharma,N4 Pharma UK Ltd,n4 pharma uk,0.0,,Not collected,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0177,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,mylan acquires meda for,No,No,False,,,2016-02-10,2016-08-05,2016,Completed,Mylan Acquires Meda for USD9.9 Billion,100% Acquisition,Sweden,Viatris Inc,viatris,Meda AB,meda ab,9904.0,,Not collected,Not collected,No,1,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0178,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,avalanche biotechnologies acquires 100 stake of annapurna therapeutics,No,No,False,,,2016-02-01,2016-05-12,2016,Completed,Avalanche Biotechnologies acquires 100% stake of Annapurna Therapeutics,100% Acquisition,France,Adverum Biotechnologies,adverum biotechnologies,Annapurna Therapeutics SAS (Inactive),annapurna therapeutics,106.0,,Not collected,Not collected,No,5,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0179,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,iuct empren sells biodan sciences for,No,No,False,,,2016-01-21,2016-01-21,2016,Completed,IUCT Empren Sells BioDan Sciences for USD0.2 Million,100% Acquisition,Spain,Undisclosed,undisclosed,BioDan Sciences SL,biodan sciences,0.0,,Not collected,Not collected,Yes,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0180,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,sbi holdings acquires remaining 80 stake in photonamic,No,Yes,False,,,2016-01-15,2016-01-15,2016,Completed,SBI Holdings Acquires Remaining 80% stake in photonamic,Majority Acquisition,Germany,SBI Holdings Inc,sbi,Photonamic GmbH & Co KG,photonamic kg,,,Not collected,Not collected,Yes,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0181,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,sbi holdings acquires remaining 80 stake in photonamic,No,Yes,True,Dropped as exact duplicate of CTL-0180: SBI/photonamic 2016 - workbook-flagged duplicate (no outcome data),,2016-01-15,2016-01-15,2016,Completed,SBI Holdings acquires remaining 80% stake in photonamic,100% Acquisition,Germany,"SBI Holdings, Inc.",sbi,Photonamic GmbH & Co KG,photonamic kg,,,Not collected,Not collected,Yes,2,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
